Course,Planned number of Students,Senior Hours,Assistant Hours,Course code,Study period,Academic year,Instance_id,Examiner
I-409,60,260,420,1242,1.0,2022-2023,I-409,19610620-0006
I-410,50,240,240,1116,2.0,2022-2023,I-410,19601021-0018
I-411,20,280,360,1087,3.0,2022-2023,I-411,19690513-0015
I-412,40,260,420,1070,4.0,2022-2023,I-412,19600814-0002
I-413,20,240,300,1069,2.0,2022-2023,I-413,19580218-0007
I-414,20,260,420,1257,1.0,2023-2024,I-414,19580515-0017
I-415,50,280,360,1232,2.0,2023-2024,I-415,19600905-0003
I-416,40,280,200,1114,1.0,2023-2024,I-416,19600814-0002
I-417,50,260,200,1076,3.0,2023-2024,I-417,19570615-0011
I-418,40,260,300,1278,2.0,2023-2024,I-418,19650303-0019
I-419,20,280,280,1261,3.0,2023-2024,I-419,19620831-0024
I-420,20,240,280,1127,2.0,2023-2024,I-420,19660630-0020
I-421,50,240,420,1126,3.0,2023-2024,I-421,19620831-0024
I-422,20,240,300,1099,2.0,2023-2024,I-422,19601021-0018
I-423,40,280,200,1236,4.0,2013-2014,I-423,19620522-0023
I-424,60,240,300,1233,2.0,2013-2014,I-424,19611219-0014
I-425,40,240,300,1183,3.0,2013-2014,I-425,19610918-0027
I-426,60,260,200,1112,1.0,2013-2014,I-426,19610620-0006
I-427,20,260,240,1083,4.0,2013-2014,I-427,19610623-0005
I-428,60,240,300,1296,2.0,2013-2014,I-428,19640220-0029
I-429,60,280,300,1248,1.0,2013-2014,I-429,19600905-0003
I-430,50,260,360,1149,2.0,2013-2014,I-430,19570826-0012
I-431,20,260,240,1066,4.0,2013-2014,I-431,19570826-0012
I-432,60,280,420,1035,4.0,2013-2014,I-432,19630126-0001
I-433,60,260,240,1155,1.0,2014-2015,I-433,19590129-0004
I-434,60,280,420,1100,1.0,2014-2015,I-434,19590129-0004
I-435,40,280,200,1050,4.0,2014-2015,I-435,19690513-0015
I-436,20,280,420,1044,2.0,2014-2015,I-436,19640414-0013
I-437,20,260,280,1288,2.0,2014-2015,I-437,19650303-0019
I-438,40,260,240,1257,2.0,2014-2015,I-438,19560612-0010
I-439,60,280,200,1113,3.0,2014-2015,I-439,19630126-0001
I-440,60,260,300,1009,2.0,2014-2015,I-440,19610620-0006
I-441,50,240,200,1269,1.0,2015-2016,I-441,19580218-0007
I-442,20,280,280,1138,2.0,2015-2016,I-442,19690513-0015
I-443,20,240,200,1251,1.0,2015-2016,I-443,19680712-0028
I-444,60,280,360,1242,1.0,2015-2016,I-444,19610620-0006
I-445,60,260,300,1293,1.0,2015-2016,I-445,19630126-0001
I-446,50,260,200,1248,1.0,2015-2016,I-446,19560612-0010
I-447,50,240,240,1198,2.0,2015-2016,I-447,19650303-0019
I-448,60,240,300,1170,3.0,2015-2016,I-448,19640414-0013
I-449,60,280,200,1143,1.0,2015-2016,I-449,19650303-0019
I-450,40,260,240,1121,2.0,2015-2016,I-450,19680712-0028
I-451,20,260,200,1131,3.0,2016-2017,I-451,19570615-0011
I-452,20,280,200,1294,2.0,2016-2017,I-452,19600905-0003
I-453,40,240,360,1218,3.0,2016-2017,I-453,19590129-0004
I-454,60,260,360,1138,4.0,2016-2017,I-454,19600814-0002
I-455,50,280,200,1080,4.0,2016-2017,I-455,19570615-0011
I-456,20,280,200,1281,2.0,2016-2017,I-456,19610620-0006
I-457,60,280,300,1247,2.0,2016-2017,I-457,19600814-0002
I-458,40,260,280,1146,1.0,2016-2017,I-458,19560705-0025
I-459,40,280,280,1119,2.0,2016-2017,I-459,19620424-0026
I-460,20,280,420,1240,4.0,2017-2018,I-460,19560705-0025
I-461,40,260,300,1192,4.0,2017-2018,I-461,19580218-0007
I-462,50,260,240,1252,2.0,2017-2018,I-462,19570826-0012
I-463,50,240,420,1230,4.0,2017-2018,I-463,19690408-0009
I-464,60,280,240,1221,2.0,2017-2018,I-464,19611219-0014
I-465,40,280,280,1010,4.0,2017-2018,I-465,19560705-0025
I-466,60,240,360,1284,3.0,2017-2018,I-466,19610623-0005
I-467,50,260,420,1203,1.0,2017-2018,I-467,19570615-0011
I-468,50,280,240,1170,3.0,2017-2018,I-468,19580218-0007
I-469,60,240,360,1145,3.0,2017-2018,I-469,19590129-0004
I-470,50,240,360,1131,4.0,2017-2018,I-470,19610918-0027
I-471,40,280,300,1046,2.0,2017-2018,I-471,19630126-0001
I-472,50,260,360,1185,1.0,2018-2019,I-472,19690408-0009
I-473,60,260,300,1090,4.0,2018-2019,I-473,19570826-0012
I-474,40,240,200,1082,3.0,2018-2019,I-474,19620831-0024
I-475,50,260,240,1290,4.0,2018-2019,I-475,19620831-0024
I-476,40,260,200,1291,1.0,2018-2019,I-476,19610620-0006
I-477,40,260,360,1267,2.0,2018-2019,I-477,19610620-0006
I-478,50,280,360,1182,1.0,2018-2019,I-478,19690408-0009
I-479,50,260,200,1044,4.0,2018-2019,I-479,19690917-0022
I-480,20,260,200,1030,4.0,2018-2019,I-480,19640414-0013
I-481,50,240,280,1236,1.0,2019-2020,I-481,19570615-0011
I-482,20,260,280,1062,4.0,2019-2020,I-482,19570615-0011
I-483,40,260,420,1260,4.0,2019-2020,I-483,19620522-0023
I-484,20,260,360,1168,3.0,2019-2020,I-484,19690513-0015
I-485,20,280,240,1089,2.0,2019-2020,I-485,19620522-0023
I-486,20,280,200,1080,2.0,2019-2020,I-486,19630126-0001
I-487,20,280,280,1299,1.0,2019-2020,I-487,19630126-0001
I-488,40,280,240,1291,3.0,2019-2020,I-488,19570828-0008
I-489,20,260,420,1286,1.0,2019-2020,I-489,19690513-0015
I-490,60,240,280,1156,3.0,2019-2020,I-490,19620522-0023
I-491,40,240,420,1144,3.0,2019-2020,I-491,19640220-0029
I-492,40,260,280,1015,3.0,2019-2020,I-492,19560612-0010
I-493,20,240,300,1218,1.0,2020-2021,I-493,19690917-0022
I-494,50,240,300,1135,2.0,2020-2021,I-494,19630126-0001
I-495,50,280,280,1240,1.0,2020-2021,I-495,19640414-0013
I-496,60,280,300,1089,2.0,2020-2021,I-496,19680712-0028
I-497,20,240,240,1285,2.0,2020-2021,I-497,19600529-0021
I-498,60,280,240,1264,3.0,2020-2021,I-498,19630126-0001
I-499,20,240,360,1217,3.0,2020-2021,I-499,19560812-0016
I-500,40,280,200,1199,4.0,2020-2021,I-500,19561222-0030
I-501,20,240,280,1167,3.0,2020-2021,I-501,19561222-0030
I-502,40,240,280,1057,4.0,2020-2021,I-502,19630126-0001
I-503,40,260,420,1210,1.0,2021-2022,I-503,19570615-0011
I-504,60,240,200,1296,2.0,2021-2022,I-504,19610620-0006
I-505,40,280,420,1282,1.0,2021-2022,I-505,19610918-0027
I-506,50,280,280,1175,2.0,2021-2022,I-506,19660630-0020
I-507,60,260,280,1118,1.0,2021-2022,I-507,19690513-0015
I-508,20,240,280,1278,3.0,2021-2022,I-508,19601021-0018
I-509,50,260,420,1133,2.0,2021-2022,I-509,19620831-0024
I-510,40,240,200,1098,3.0,2021-2022,I-510,19650303-0019
I-511,50,280,300,1081,4.0,2021-2022,I-511,19561222-0030
I-512,60,240,300,1057,3.0,2021-2022,I-512,19600814-0002
I-513,60,260,420,1242,2.0,2022-2023,I-513,19680712-0028
I-514,50,280,200,1167,1.0,2022-2023,I-514,19690408-0009
I-515,40,280,200,1202,3.0,2022-2023,I-515,19640220-0029
I-516,20,260,240,1148,1.0,2022-2023,I-516,19680712-0028
I-517,40,280,200,1239,2.0,2022-2023,I-517,19680712-0028
I-518,40,280,240,1122,3.0,2022-2023,I-518,19570826-0012
I-519,50,260,300,1060,4.0,2022-2023,I-519,19610623-0005
I-520,60,240,280,1022,1.0,2022-2023,I-520,19620424-0026
I-521,50,280,300,1020,4.0,2022-2023,I-521,19690917-0022
I-522,60,240,200,1222,4.0,2023-2024,I-522,19600529-0021
I-523,60,280,420,1251,3.0,2023-2024,I-523,19570828-0008
I-524,20,260,420,1191,2.0,2023-2024,I-524,19680712-0028
I-525,50,240,280,1022,1.0,2023-2024,I-525,19640220-0029
I-526,20,240,200,1188,4.0,2023-2024,I-526,19580218-0007
I-527,50,280,280,1155,1.0,2023-2024,I-527,19640220-0029
I-528,20,260,240,1048,3.0,2023-2024,I-528,19560812-0016
I-529,40,280,420,1004,1.0,2023-2024,I-529,19560612-0010
I-530,20,260,300,1203,1.0,2013-2014,I-530,19620424-0026
I-531,60,260,420,1174,1.0,2013-2014,I-531,19590129-0004
I-532,50,260,360,1268,3.0,2013-2014,I-532,19560612-0010
I-533,60,260,420,1176,2.0,2013-2014,I-533,19690513-0015
I-534,50,260,240,1046,4.0,2013-2014,I-534,19560705-0025
I-535,60,280,300,1291,4.0,2013-2014,I-535,19680712-0028
I-536,20,260,300,1081,3.0,2013-2014,I-536,19690408-0009
I-537,60,240,300,1060,1.0,2013-2014,I-537,19690917-0022
I-538,60,280,300,1042,3.0,2013-2014,I-538,19611219-0014
I-539,50,260,360,1164,2.0,2014-2015,I-539,19690408-0009
I-540,20,260,420,1234,1.0,2014-2015,I-540,19600814-0002
I-541,20,260,300,1112,3.0,2014-2015,I-541,19610918-0027
I-542,60,280,280,1045,4.0,2014-2015,I-542,19590129-0004
I-543,60,240,420,1272,2.0,2014-2015,I-543,19580218-0007
I-544,50,240,300,1206,2.0,2014-2015,I-544,19690917-0022
I-545,40,280,420,1152,1.0,2014-2015,I-545,19600814-0002
I-546,50,240,240,1090,2.0,2014-2015,I-546,19560705-0025
I-547,60,240,240,1014,2.0,2014-2015,I-547,19560612-0010
I-548,40,260,420,1263,3.0,2015-2016,I-548,19640414-0013
I-549,50,280,280,1037,2.0,2015-2016,I-549,19560812-0016
I-550,40,260,200,1081,4.0,2015-2016,I-550,19610623-0005
I-551,20,280,200,1080,2.0,2015-2016,I-551,19610620-0006
I-552,60,260,360,1067,1.0,2015-2016,I-552,19601021-0018
I-553,50,260,300,1012,1.0,2015-2016,I-553,19570828-0008
I-554,20,280,280,1191,1.0,2015-2016,I-554,19600814-0002
I-555,40,260,240,1103,4.0,2015-2016,I-555,19600814-0002
I-556,40,280,280,1055,4.0,2015-2016,I-556,19601021-0018
I-557,50,260,360,1051,1.0,2015-2016,I-557,19600905-0003
I-558,40,260,300,1044,1.0,2015-2016,I-558,19650303-0019
I-559,40,280,420,1243,2.0,2016-2017,I-559,19560612-0010
I-560,60,260,240,1273,1.0,2016-2017,I-560,19620522-0023
I-561,60,240,280,1211,4.0,2016-2017,I-561,19640414-0013
I-562,50,260,280,1172,4.0,2016-2017,I-562,19610623-0005
I-563,20,260,200,1134,2.0,2016-2017,I-563,19690408-0009
I-564,40,240,300,1281,2.0,2016-2017,I-564,19620424-0026
I-565,40,280,300,1269,3.0,2016-2017,I-565,19690408-0009
I-566,40,280,300,1173,1.0,2016-2017,I-566,19690513-0015
I-567,20,280,420,1168,4.0,2016-2017,I-567,19600905-0003
I-568,20,280,360,1152,2.0,2016-2017,I-568,19620831-0024
I-569,20,240,280,1078,3.0,2016-2017,I-569,19560705-0025
I-570,60,260,420,1239,2.0,2017-2018,I-570,19580515-0017
I-571,50,260,240,1228,2.0,2017-2018,I-571,19570826-0012
I-572,20,280,300,1184,2.0,2017-2018,I-572,19600905-0003
I-573,20,280,200,1130,3.0,2017-2018,I-573,19620522-0023
I-574,20,280,240,1112,1.0,2017-2018,I-574,19620424-0026
I-575,20,280,280,1028,2.0,2017-2018,I-575,19660630-0020
I-576,40,240,360,1280,3.0,2017-2018,I-576,19650303-0019
I-577,20,240,280,1260,1.0,2017-2018,I-577,19560705-0025
I-578,50,240,300,1234,2.0,2017-2018,I-578,19610620-0006
I-579,20,280,300,1172,2.0,2017-2018,I-579,19560705-0025
I-580,60,240,300,1024,1.0,2017-2018,I-580,19611219-0014
I-581,20,260,200,1136,2.0,2018-2019,I-581,19630126-0001
I-582,50,260,280,1127,3.0,2018-2019,I-582,19620522-0023
I-583,60,280,300,1230,4.0,2018-2019,I-583,19601021-0018
I-584,20,280,240,1112,4.0,2018-2019,I-584,19690408-0009
I-585,50,280,360,1034,4.0,2018-2019,I-585,19570615-0011
I-586,60,260,360,1271,3.0,2018-2019,I-586,19560612-0010
I-587,40,240,200,1195,2.0,2018-2019,I-587,19600814-0002
I-588,40,280,300,1179,2.0,2018-2019,I-588,19690408-0009
I-589,40,260,240,1174,1.0,2018-2019,I-589,19690408-0009
I-590,40,240,200,1092,2.0,2018-2019,I-590,19580218-0007
I-591,40,260,280,1264,4.0,2019-2020,I-591,19620424-0026
I-592,50,280,240,1229,1.0,2019-2020,I-592,19560612-0010
I-593,60,240,240,1261,4.0,2019-2020,I-593,19690408-0009
I-594,40,260,360,1233,1.0,2019-2020,I-594,19690513-0015
I-595,40,280,420,1225,3.0,2019-2020,I-595,19630126-0001
I-596,20,280,300,1033,4.0,2019-2020,I-596,19611219-0014
I-597,60,240,200,1223,3.0,2019-2020,I-597,19620522-0023
I-598,50,260,200,1078,3.0,2019-2020,I-598,19640414-0013
I-599,60,260,300,1050,3.0,2019-2020,I-599,19690408-0009
I-600,50,260,420,1036,4.0,2019-2020,I-600,19640220-0029
I-601,20,260,200,1014,4.0,2019-2020,I-601,19570828-0008
I-602,60,260,240,1275,3.0,2020-2021,I-602,19690408-0009
I-603,40,280,420,1178,2.0,2020-2021,I-603,19600905-0003
I-604,60,280,240,1083,3.0,2020-2021,I-604,19640414-0013
I-605,20,260,300,1014,3.0,2020-2021,I-605,19570615-0011
I-606,60,240,420,1256,4.0,2020-2021,I-606,19580515-0017
I-607,40,260,280,1242,3.0,2020-2021,I-607,19600529-0021
I-608,50,260,360,1213,4.0,2020-2021,I-608,19620831-0024
I-609,20,280,420,1165,4.0,2020-2021,I-609,19630126-0001
I-610,60,240,420,1085,3.0,2020-2021,I-610,19600529-0021
I-611,60,260,280,1062,4.0,2020-2021,I-611,19640220-0029
I-612,50,280,280,1095,4.0,2021-2022,I-612,19580218-0007
I-613,60,280,420,1168,4.0,2021-2022,I-613,19590129-0004
I-614,20,260,280,1025,2.0,2021-2022,I-614,19690513-0015
I-615,40,260,300,1274,3.0,2021-2022,I-615,19620522-0023
I-616,50,240,360,1267,4.0,2021-2022,I-616,19590129-0004
I-617,60,240,240,1172,4.0,2021-2022,I-617,19600905-0003
I-618,40,260,360,1021,1.0,2021-2022,I-618,19690917-0022
I-619,60,280,300,1018,1.0,2021-2022,I-619,19690917-0022
I-620,50,280,200,1085,4.0,2022-2023,I-620,19660630-0020
I-621,40,260,240,1254,1.0,2022-2023,I-621,19620424-0026
I-622,50,260,280,1230,3.0,2022-2023,I-622,19690917-0022
I-623,40,240,240,1174,1.0,2022-2023,I-623,19690917-0022
I-624,50,260,240,1261,4.0,2022-2023,I-624,19600905-0003
I-625,60,280,360,1235,3.0,2022-2023,I-625,19600905-0003
I-626,20,240,360,1197,3.0,2022-2023,I-626,19690513-0015
I-627,60,280,280,1187,1.0,2022-2023,I-627,19660630-0020
I-628,20,280,200,1024,1.0,2022-2023,I-628,19610918-0027
I-629,20,280,240,1016,1.0,2022-2023,I-629,19630126-0001
I-630,60,260,300,1138,4.0,2023-2024,I-630,19680712-0028
I-631,60,240,240,1115,4.0,2023-2024,I-631,19620831-0024
I-632,40,240,360,1242,1.0,2023-2024,I-632,19561222-0030
I-633,60,280,420,1081,4.0,2023-2024,I-633,19560812-0016
I-634,20,280,280,1043,2.0,2023-2024,I-634,19560705-0025
I-635,60,280,420,1298,4.0,2023-2024,I-635,19560612-0010
I-636,50,240,300,1278,4.0,2023-2024,I-636,19561222-0030
I-637,50,260,240,1263,4.0,2023-2024,I-637,19650303-0019
I-638,40,240,200,1141,1.0,2023-2024,I-638,19580218-0007
I-639,20,260,300,1118,2.0,2023-2024,I-639,19610623-0005
I-640,50,280,300,1149,2.0,2013-2014,I-640,19590129-0004
I-641,40,280,200,1147,3.0,2013-2014,I-641,19561222-0030
I-642,40,240,300,1187,1.0,2013-2014,I-642,19570828-0008
I-643,20,280,240,1179,2.0,2013-2014,I-643,19620831-0024
I-644,50,260,200,1173,3.0,2013-2014,I-644,19620522-0023
I-645,50,240,360,1100,3.0,2013-2014,I-645,19580515-0017
I-646,60,260,240,1253,2.0,2013-2014,I-646,19680712-0028
I-647,40,260,280,1231,1.0,2013-2014,I-647,19610620-0006
I-648,60,260,200,1202,3.0,2013-2014,I-648,19620522-0023
I-649,20,260,200,1200,2.0,2013-2014,I-649,19640220-0029
I-650,40,240,300,1181,4.0,2013-2014,I-650,19690917-0022
I-651,60,260,240,1091,1.0,2013-2014,I-651,19570826-0012
I-652,40,280,360,1158,3.0,2014-2015,I-652,19611219-0014
I-653,50,240,280,1037,4.0,2014-2015,I-653,19590129-0004
I-654,60,260,420,1162,3.0,2014-2015,I-654,19630126-0001
I-655,40,280,420,1081,4.0,2014-2015,I-655,19640220-0029
I-656,50,240,420,1075,1.0,2014-2015,I-656,19690917-0022
I-657,50,280,420,1049,1.0,2014-2015,I-657,19690408-0009
I-658,40,240,300,1263,4.0,2014-2015,I-658,19640220-0029
I-659,50,260,360,1207,1.0,2014-2015,I-659,19640414-0013
I-660,20,280,360,1108,3.0,2014-2015,I-660,19570615-0011
I-661,40,280,200,1080,2.0,2014-2015,I-661,19560612-0010
I-662,50,280,300,1054,2.0,2014-2015,I-662,19560705-0025
I-663,60,280,240,1051,2.0,2014-2015,I-663,19601021-0018
I-664,20,280,300,1146,2.0,2015-2016,I-664,19620424-0026
I-665,50,280,300,1246,2.0,2015-2016,I-665,19601021-0018
I-666,20,240,300,1098,3.0,2015-2016,I-666,19640414-0013
I-667,60,240,420,1097,2.0,2015-2016,I-667,19600814-0002
I-668,20,280,200,1207,4.0,2015-2016,I-668,19660630-0020
I-669,60,240,240,1206,1.0,2015-2016,I-669,19570828-0008
I-670,60,280,240,1189,4.0,2015-2016,I-670,19580218-0007
I-671,60,280,360,1161,4.0,2015-2016,I-671,19560812-0016
I-672,40,280,300,1129,2.0,2015-2016,I-672,19570826-0012
I-673,60,240,420,1090,1.0,2015-2016,I-673,19601021-0018
I-674,40,260,300,1209,2.0,2016-2017,I-674,19650303-0019
I-675,60,280,300,1050,2.0,2016-2017,I-675,19580218-0007
I-676,50,260,200,1240,4.0,2016-2017,I-676,19580515-0017
I-677,40,260,280,1137,3.0,2016-2017,I-677,19611219-0014
I-678,60,260,300,1134,1.0,2016-2017,I-678,19650303-0019
I-679,50,280,360,1039,3.0,2016-2017,I-679,19560812-0016
I-680,50,280,240,1281,3.0,2016-2017,I-680,19600814-0002
I-681,20,280,360,1265,3.0,2016-2017,I-681,19560812-0016
I-682,60,260,240,1156,1.0,2016-2017,I-682,19560612-0010
I-683,50,260,200,1060,4.0,2016-2017,I-683,19560705-0025
I-684,50,280,300,1037,1.0,2016-2017,I-684,19561222-0030
I-685,60,260,360,1292,3.0,2017-2018,I-685,19640414-0013
I-686,40,240,280,1257,4.0,2017-2018,I-686,19610620-0006
I-687,20,240,420,1250,1.0,2017-2018,I-687,19660630-0020
I-688,50,280,360,1293,2.0,2017-2018,I-688,19570615-0011
I-689,20,280,200,1247,2.0,2017-2018,I-689,19570828-0008
I-690,50,240,300,1073,4.0,2017-2018,I-690,19580515-0017
I-691,50,280,300,1019,2.0,2017-2018,I-691,19561222-0030
I-692,20,240,360,1297,1.0,2018-2019,I-692,19590129-0004
I-693,50,260,300,1078,1.0,2018-2019,I-693,19680712-0028
I-694,60,240,360,1086,4.0,2018-2019,I-694,19570828-0008
I-695,40,280,300,1003,1.0,2018-2019,I-695,19560705-0025
I-696,50,240,360,1294,4.0,2018-2019,I-696,19590129-0004
I-697,40,280,360,1215,1.0,2018-2019,I-697,19611219-0014
I-698,20,280,360,1120,4.0,2018-2019,I-698,19660630-0020
I-699,20,240,200,1042,3.0,2018-2019,I-699,19610918-0027
I-700,20,280,300,1139,4.0,2019-2020,I-700,19561222-0030
I-701,20,260,360,1270,2.0,2019-2020,I-701,19640220-0029
I-702,20,240,300,1198,1.0,2019-2020,I-702,19560812-0016
I-703,40,260,240,1164,4.0,2019-2020,I-703,19570826-0012
I-704,50,260,420,1273,2.0,2019-2020,I-704,19580515-0017
I-705,20,260,240,1105,2.0,2019-2020,I-705,19640414-0013
I-706,50,240,200,1070,1.0,2019-2020,I-706,19620522-0023
I-707,40,280,280,1042,2.0,2019-2020,I-707,19630126-0001
I-708,40,260,200,1031,4.0,2019-2020,I-708,19560705-0025
I-709,20,260,200,1106,3.0,2020-2021,I-709,19570826-0012
I-710,60,260,360,1160,3.0,2020-2021,I-710,19570826-0012
I-711,50,240,200,1091,3.0,2020-2021,I-711,19580218-0007
I-712,60,280,200,1062,2.0,2020-2021,I-712,19660630-0020
I-713,50,260,200,1265,3.0,2020-2021,I-713,19680712-0028
I-714,60,280,300,1175,1.0,2020-2021,I-714,19690513-0015
I-715,40,260,240,1142,4.0,2020-2021,I-715,19610620-0006
I-716,40,260,360,1077,3.0,2020-2021,I-716,19640220-0029
I-717,40,280,420,1012,3.0,2020-2021,I-717,19560612-0010
I-718,60,260,240,1231,1.0,2021-2022,I-718,19600529-0021
I-719,50,260,240,1026,2.0,2021-2022,I-719,19620831-0024
I-720,60,260,240,1274,4.0,2021-2022,I-720,19580515-0017
I-721,50,240,360,1260,2.0,2021-2022,I-721,19600814-0002
I-722,40,240,300,1039,2.0,2021-2022,I-722,19620831-0024
I-723,40,240,240,1029,4.0,2021-2022,I-723,19690513-0015
I-724,50,240,300,1279,2.0,2021-2022,I-724,19560705-0025
I-725,50,260,300,1155,2.0,2021-2022,I-725,19560705-0025
I-726,40,280,360,1137,2.0,2021-2022,I-726,19610620-0006
I-727,50,240,420,1089,2.0,2021-2022,I-727,19611219-0014
I-728,20,280,240,1074,4.0,2021-2022,I-728,19580218-0007
I-729,40,260,300,1010,1.0,2021-2022,I-729,19690408-0009
I-730,60,280,420,1071,4.0,2022-2023,I-730,19620424-0026
I-731,20,240,200,1076,4.0,2022-2023,I-731,19600814-0002
I-732,50,280,280,1044,2.0,2022-2023,I-732,19600814-0002
I-733,40,240,300,1009,2.0,2022-2023,I-733,19680712-0028
I-734,50,240,420,1270,3.0,2022-2023,I-734,19640220-0029
I-735,20,280,200,1197,4.0,2022-2023,I-735,19570826-0012
I-736,60,260,280,1155,4.0,2022-2023,I-736,19600529-0021
I-737,50,280,300,1152,1.0,2022-2023,I-737,19570826-0012
I-738,40,280,420,1078,1.0,2022-2023,I-738,19610623-0005
I-739,60,260,360,1068,1.0,2023-2024,I-739,19610623-0005
I-740,50,240,420,1012,1.0,2023-2024,I-740,19580515-0017
I-741,50,240,300,1186,1.0,2023-2024,I-741,19640414-0013
I-742,50,260,200,1169,2.0,2023-2024,I-742,19660630-0020
I-743,60,260,360,1072,2.0,2023-2024,I-743,19690513-0015
I-744,20,260,280,1267,3.0,2023-2024,I-744,19650303-0019
I-745,20,280,240,1197,2.0,2023-2024,I-745,19600814-0002
I-746,40,260,280,1161,1.0,2023-2024,I-746,19600529-0021
I-747,40,280,280,1065,1.0,2023-2024,I-747,19640220-0029
I-748,20,280,360,1062,2.0,2023-2024,I-748,19580218-0007
I-749,20,240,200,1006,1.0,2023-2024,I-749,19620424-0026
I-750,50,240,300,1163,1.0,2013-2014,I-750,19620522-0023
I-751,40,260,240,1292,2.0,2013-2014,I-751,19690917-0022
I-752,50,280,360,1227,1.0,2013-2014,I-752,19650303-0019
I-753,50,260,300,1197,1.0,2013-2014,I-753,19690513-0015
I-754,40,280,200,1299,1.0,2013-2014,I-754,19690917-0022
I-755,50,280,420,1181,4.0,2013-2014,I-755,19680712-0028
I-756,60,280,360,1170,4.0,2013-2014,I-756,19560812-0016
I-757,50,260,240,1010,2.0,2013-2014,I-757,19680712-0028
I-758,60,240,360,1248,4.0,2014-2015,I-758,19690513-0015
I-759,60,260,240,1105,1.0,2014-2015,I-759,19650303-0019
I-760,20,260,240,1065,3.0,2014-2015,I-760,19601021-0018
I-761,20,280,240,1043,4.0,2014-2015,I-761,19620424-0026
I-762,20,280,300,1008,3.0,2014-2015,I-762,19610918-0027
I-763,20,280,240,1218,2.0,2014-2015,I-763,19580218-0007
I-764,20,280,240,1217,2.0,2014-2015,I-764,19690513-0015
I-765,40,240,240,1208,1.0,2014-2015,I-765,19610918-0027
I-766,50,260,360,1037,1.0,2014-2015,I-766,19560612-0010
I-767,50,260,240,1291,4.0,2015-2016,I-767,19611219-0014
I-768,40,280,300,1208,2.0,2015-2016,I-768,19560812-0016
I-769,60,280,200,1287,1.0,2015-2016,I-769,19561222-0030
I-770,40,280,360,1066,4.0,2015-2016,I-770,19690917-0022
I-771,50,260,280,1279,3.0,2015-2016,I-771,19560705-0025
I-772,60,280,240,1153,4.0,2015-2016,I-772,19690917-0022
I-773,20,280,360,1110,1.0,2015-2016,I-773,19590129-0004
I-774,60,240,420,1108,3.0,2015-2016,I-774,19600905-0003
I-775,50,260,420,1080,1.0,2015-2016,I-775,19660630-0020
I-776,20,280,360,1054,4.0,2015-2016,I-776,19690513-0015
I-777,20,280,280,1265,4.0,2016-2017,I-777,19570615-0011
I-778,60,260,200,1222,3.0,2016-2017,I-778,19620424-0026
I-779,20,280,420,1067,4.0,2016-2017,I-779,19600529-0021
I-780,50,240,300,1038,3.0,2016-2017,I-780,19600905-0003
I-781,50,240,360,1006,2.0,2016-2017,I-781,19610623-0005
I-782,60,240,360,1185,2.0,2016-2017,I-782,19620424-0026
I-783,40,240,420,1173,4.0,2016-2017,I-783,19640220-0029
I-784,40,280,240,1095,3.0,2016-2017,I-784,19620522-0023
I-785,60,280,300,1083,1.0,2016-2017,I-785,19650303-0019
I-786,60,240,280,1066,3.0,2016-2017,I-786,19630126-0001
I-787,20,280,240,1025,1.0,2016-2017,I-787,19600814-0002
I-788,40,260,240,1101,3.0,2017-2018,I-788,19690513-0015
I-789,50,240,360,1239,2.0,2017-2018,I-789,19640220-0029
I-790,40,240,300,1102,3.0,2017-2018,I-790,19570615-0011
I-791,40,260,240,1100,3.0,2017-2018,I-791,19660630-0020
I-792,60,280,420,1238,2.0,2017-2018,I-792,19561222-0030
